valid_time,sshf,u10,v10,latitude,longitude
2023-01-06 07:00:00,83712.0,12.0546875,1.7988281,54.75,6.5
2023-01-06 08:00:00,52480.0,11.3203125,1.1474609,54.75,6.5
2023-01-06 09:00:00,46336.0,12.0390625,2.640625,54.75,6.5
2023-01-06 10:00:00,41152.0,11.140625,3.8242188,54.75,6.5
2023-01-06 11:00:00,37664.0,10.921875,5.4375,54.75,6.5
2023-01-06 12:00:00,36960.0,11.5078125,6.1445312,54.75,6.5
2023-01-06 13:00:00,35360.0,11.3515625,6.1210938,54.75,6.5
2023-01-06 14:00:00,29936.0,11.0859375,5.484375,54.75,6.5
2023-01-06 15:00:00,28256.0,10.703125,5.0585938,54.75,6.5
2023-01-06 16:00:00,25280.0,10.5625,5.3671875,54.75,6.5
2023-01-06 17:00:00,21504.0,10.015625,5.6992188,54.75,6.5
2023-01-06 18:00:00,17824.0,9.1328125,5.875,54.75,6.5
2023-01-06 19:00:00,26496.0,8.5703125,5.765625,54.75,6.5
2023-01-06 20:00:00,28384.0,8.2265625,5.796875,54.75,6.5
2023-01-06 21:00:00,30080.0,7.375,5.953125,54.75,6.5
2023-01-06 22:00:00,30064.0,5.9960938,6.1484375,54.75,6.5
2023-01-06 23:00:00,27968.0,4.6757812,6.6914062,54.75,6.5
2023-01-07 00:00:00,25920.0,3.3085938,7.8515625,54.75,6.5
2023-01-07 01:00:00,23424.0,2.6953125,8.7265625,54.75,6.5
2023-01-07 02:00:00,24896.0,2.6328125,9.0625,54.75,6.5
2023-01-07 03:00:00,28656.0,3.3710938,9.359375,54.75,6.5
2023-01-07 04:00:00,41792.0,5.9375,9.265625,54.75,6.5
2023-01-07 05:00:00,71424.0,6.640625,9.0078125,54.75,6.5
2023-01-07 06:00:00,84288.0,5.9296875,9.359375,54.75,6.5
2023-01-07 07:00:00,102208.0,5.3984375,10.0859375,54.75,6.5
2023-01-07 08:00:00,96768.0,5.0039062,10.546875,54.75,6.5
2023-01-07 09:00:00,83264.0,4.1640625,10.6796875,54.75,6.5
2023-01-07 10:00:00,68544.0,3.3613281,11.0234375,54.75,6.5
2023-01-07 11:00:00,60992.0,3.0175781,11.1796875,54.75,6.5
2023-01-07 12:00:00,64736.0,1.8076172,11.328125,54.75,6.5
2023-01-07 13:00:00,70976.0,0.47973633,11.8515625,54.75,6.5
2023-01-07 14:00:00,80128.0,-0.12512207,12.328125,54.75,6.5
2023-01-07 15:00:00,87232.0,-0.6245117,12.25,54.75,6.5
2023-01-07 16:00:00,91456.0,-0.76123047,12.21875,54.75,6.5
2023-01-07 17:00:00,93056.0,-0.6230469,12.5,54.75,6.5
2023-01-07 18:00:00,87872.0,-0.10827637,12.6875,54.75,6.5
2023-01-07 19:00:00,80256.0,-0.032714844,12.6328125,54.75,6.5
2023-01-07 20:00:00,71488.0,0.20690918,12.6640625,54.75,6.5
2023-01-07 21:00:00,71872.0,0.75390625,12.6875,54.75,6.5
2023-01-07 22:00:00,82624.0,1.7763672,12.6796875,54.75,6.5
2023-01-07 23:00:00,96640.0,2.6269531,12.6953125,54.75,6.5
2023-01-08 00:00:00,98304.0,2.9785156,12.9765625,54.75,6.5
2023-01-08 01:00:00,99456.0,4.9375,13.0859375,54.75,6.5
2023-01-08 02:00:00,99840.0,6.2109375,10.9921875,54.75,6.5
2023-01-08 03:00:00,80384.0,7.3828125,9.796875,54.75,6.5
2023-01-08 04:00:00,56192.0,7.0273438,8.8671875,54.75,6.5
2023-01-08 05:00:00,44928.0,4.9570312,9.125,54.75,6.5
2023-01-08 06:00:00,41856.0,4.6992188,10.6328125,54.75,6.5
2023-01-08 07:00:00,35744.0,5.90625,11.4609375,54.75,6.5
2023-01-08 08:00:00,23968.0,5.1484375,10.5859375,54.75,6.5
2023-01-08 09:00:00,14600.0,3.5566406,10.1328125,54.75,6.5
2023-01-08 10:00:00,10048.0,3.6777344,10.921875,54.75,6.5
2023-01-08 11:00:00,5880.0,3.4589844,10.6328125,54.75,6.5
2023-01-08 12:00:00,6788.0,3.6933594,10.828125,54.75,6.5
2023-01-08 13:00:00,4840.0,3.6386719,11.125,54.75,6.5
2023-01-08 14:00:00,4480.0,3.2050781,10.84375,54.75,6.5
2023-01-08 15:00:00,7240.0,3.3105469,10.671875,54.75,6.5
2023-01-08 16:00:00,7656.0,3.5253906,10.59375,54.75,6.5
2023-01-08 17:00:00,4820.0,2.8769531,10.75,54.75,6.5
2023-01-08 18:00:00,3500.0,1.6425781,10.796875,54.75,6.5
2023-01-08 19:00:00,9552.0,0.020019531,10.7890625,54.75,6.5
2023-01-08 20:00:00,7952.0,-1.1074219,11.1640625,54.75,6.5
2023-01-08 21:00:00,550.0,-1.3828125,11.265625,54.75,6.5
2023-01-08 22:00:00,-5936.0,-1.0039062,11.2421875,54.75,6.5
2023-01-08 23:00:00,-13960.0,-1.234375,11.0390625,54.75,6.5
2023-01-09 00:00:00,-19472.0,-1.3251953,10.875,54.75,6.5
2023-01-09 01:00:00,-29632.0,-1.0517578,11.6328125,54.75,6.5
2023-01-09 02:00:00,-32752.0,2.484375,12.1015625,54.75,6.5
2023-01-09 03:00:00,-35008.0,6.34375,9.40625,54.75,6.5
2023-01-09 04:00:00,-34368.0,7.8476562,6.2734375,54.75,6.5
2023-01-09 05:00:00,-30848.0,7.9453125,5.1210938,54.75,6.5
2023-01-09 06:00:00,-26976.0,7.359375,4.75,54.75,6.5
2023-01-09 07:00:00,-14232.0,6.875,5.125,54.75,6.5
2023-01-09 08:00:00,-11696.0,6.6171875,5.6679688,54.75,6.5
2023-01-09 09:00:00,-13200.0,6.34375,6.0273438,54.75,6.5
2023-01-09 10:00:00,-19904.0,6.2226562,6.3554688,54.75,6.5
2023-01-09 11:00:00,-21648.0,6.3125,6.5390625,54.75,6.5
2023-01-09 12:00:00,-22240.0,6.3632812,5.9648438,54.75,6.5
2023-01-09 13:00:00,-18128.0,6.7421875,4.8476562,54.75,6.5
2023-01-09 14:00:00,-10560.0,7.1835938,3.0722656,54.75,6.5
2023-01-09 15:00:00,-8072.0,7.125,1.6386719,54.75,6.5
2023-01-09 16:00:00,-6824.0,7.4375,0.88378906,54.75,6.5
2023-01-09 17:00:00,-6688.0,7.4375,0.6142578,54.75,6.5
2023-01-09 18:00:00,-9720.0,7.1445312,0.77685547,54.75,6.5
2023-01-09 19:00:00,-11736.0,7.5039062,0.80078125,54.75,6.5
2023-01-09 20:00:00,-11304.0,8.0546875,0.11651611,54.75,6.5
2023-01-09 21:00:00,-8688.0,8.40625,-0.60498047,54.75,6.5
2023-01-09 22:00:00,-5736.0,9.890625,-2.0078125,54.75,6.5
2023-01-09 23:00:00,-5700.0,8.890625,-1.6015625,54.75,6.5
2023-01-10 00:00:00,-5000.0,8.3203125,-0.6489258,54.75,6.5
2023-01-10 01:00:00,-4500.0,8.21875,0.43530273,54.75,6.5
2023-01-10 02:00:00,-3664.0,8.203125,1.6572266,54.75,6.5
2023-01-10 03:00:00,-4744.0,7.4179688,2.5976562,54.75,6.5
2023-01-10 04:00:00,-12488.0,7.3789062,3.1015625,54.75,6.5
2023-01-10 05:00:00,-12936.0,7.625,2.3710938,54.75,6.5
2023-01-10 06:00:00,-9392.0,6.8359375,1.8183594,54.75,6.5
2023-01-10 07:00:00,-572.0,6.5507812,2.3359375,54.75,6.5
2023-01-10 08:00:00,2620.0,6.7929688,3.21875,54.75,6.5
2023-01-10 09:00:00,5000.0,7.4140625,4.0585938,54.75,6.5
2023-01-10 10:00:00,6296.0,7.8710938,5.4570312,54.75,6.5
2023-01-10 11:00:00,5096.0,7.1367188,6.3984375,54.75,6.5
2023-01-10 12:00:00,1321.0,6.3242188,7.7460938,54.75,6.5
2023-01-10 13:00:00,-2180.0,5.7265625,9.4921875,54.75,6.5
2023-01-10 14:00:00,-6768.0,5.0273438,10.4921875,54.75,6.5
2023-01-10 15:00:00,-21296.0,3.1210938,11.4453125,54.75,6.5
2023-01-10 16:00:00,-55072.0,1.7216797,11.953125,54.75,6.5
2023-01-10 17:00:00,-78016.0,-0.6464844,12.9453125,54.75,6.5
2023-01-10 18:00:00,-97472.0,-2.3046875,14.7265625,54.75,6.5
2023-01-10 19:00:00,-89024.0,-2.34375,17.125,54.75,6.5
2023-01-10 20:00:00,-102720.0,-0.54248047,17.234375,54.75,6.5
2023-01-10 21:00:00,-77760.0,1.5341797,15.4140625,54.75,6.5
2023-01-10 22:00:00,-502.0,2.7753906,14.1640625,54.75,6.5
2023-01-10 23:00:00,146048.0,7.015625,14.296875,54.75,6.5
2023-01-11 00:00:00,231552.0,8.5625,13.9765625,54.75,6.5
2023-01-11 01:00:00,251008.0,9.421875,12.8515625,54.75,6.5
2023-01-11 02:00:00,238720.0,11.8203125,8.390625,54.75,6.5
2023-01-11 03:00:00,192000.0,11.609375,4.28125,54.75,6.5
2023-01-11 04:00:00,131840.0,11.109375,3.5078125,54.75,6.5
2023-01-11 05:00:00,102400.0,11.4375,3.1386719,54.75,6.5
2023-01-11 06:00:00,87488.0,11.078125,2.5058594,54.75,6.5
2023-01-11 07:00:00,55264.0,10.4609375,2.6054688,54.75,6.5
2023-01-11 08:00:00,41504.0,10.0859375,3.1035156,54.75,6.5
2023-01-11 09:00:00,32720.0,9.984375,3.8339844,54.75,6.5
2023-01-11 10:00:00,25872.0,11.1953125,4.265625,54.75,6.5
2023-01-11 11:00:00,22672.0,11.0390625,5.015625,54.75,6.5
2023-01-11 12:00:00,16224.0,11.0234375,6.2226562,54.75,6.5
2023-01-11 13:00:00,8296.0,11.125,6.6367188,54.75,6.5
2023-01-11 14:00:00,2144.0,10.9296875,6.734375,54.75,6.5
2023-01-11 15:00:00,-140.0,10.234375,7.2773438,54.75,6.5
2023-01-11 16:00:00,-2098.0,9.1328125,8.2890625,54.75,6.5
2023-01-11 17:00:00,-392.0,9.53125,8.9921875,54.75,6.5
2023-01-11 18:00:00,-16056.0,9.8359375,8.8671875,54.75,6.5
2023-01-11 19:00:00,-16544.0,8.6328125,9.0546875,54.75,6.5
2023-01-11 20:00:00,-20224.0,9.125,9.2421875,54.75,6.5
2023-01-11 21:00:00,-31392.0,10.7890625,7.609375,54.75,6.5
2023-01-11 22:00:00,-22048.0,12.3359375,3.6875,54.75,6.5
2023-01-11 23:00:00,-30384.0,13.0859375,2.875,54.75,6.5
2023-01-12 00:00:00,-31120.0,12.984375,2.5742188,54.75,6.5
2023-01-12 01:00:00,-19312.0,12.296875,3.2050781,54.75,6.5
2023-01-12 02:00:00,-10800.0,11.5078125,4.4140625,54.75,6.5
2023-01-12 03:00:00,391.0,9.8515625,6.03125,54.75,6.5
2023-01-12 04:00:00,4904.0,7.4570312,6.4804688,54.75,6.5
2023-01-12 05:00:00,1885.0,4.7851562,7.6914062,54.75,6.5
2023-01-12 06:00:00,-1146.0,4.3046875,7.84375,54.75,6.5
2023-01-12 07:00:00,27024.0,3.5117188,7.7460938,54.75,6.5
2023-01-12 08:00:00,34912.0,6.1757812,5.25,54.75,6.5
2023-01-12 09:00:00,54656.0,10.4921875,0.88964844,54.75,6.5
2023-01-12 10:00:00,43200.0,9.421875,-2.2402344,54.75,6.5
2023-01-12 11:00:00,26784.0,8.6171875,-1.6601562,54.75,6.5
2023-01-12 12:00:00,18672.0,9.0390625,0.46411133,54.75,6.5
2023-01-12 13:00:00,16112.0,9.3984375,2.3632812,54.75,6.5
2023-01-12 14:00:00,12360.0,8.0625,3.7109375,54.75,6.5
2023-01-12 15:00:00,12192.0,6.0664062,5.1015625,54.75,6.5
2023-01-12 16:00:00,16232.0,4.2539062,6.8945312,54.75,6.5
2023-01-12 17:00:00,25104.0,3.7167969,8.9453125,54.75,6.5
2023-01-12 18:00:00,47680.0,5.3203125,9.1796875,54.75,6.5
2023-01-12 19:00:00,77696.0,8.6640625,8.421875,54.75,6.5
2023-01-12 20:00:00,112384.0,11.5390625,7.0546875,54.75,6.5
2023-01-12 21:00:00,107136.0,10.75,5.6171875,54.75,6.5
2023-01-12 22:00:00,92736.0,10.9375,4.6992188,54.75,6.5
2023-01-12 23:00:00,63872.0,11.4453125,6.1953125,54.75,6.5
2023-01-13 00:00:00,42752.0,11.515625,7.265625,54.75,6.5
2023-01-13 01:00:00,37376.0,11.0390625,8.3046875,54.75,6.5
2023-01-13 02:00:00,46240.0,9.6171875,9.8359375,54.75,6.5
2023-01-13 03:00:00,36352.0,12.0625,9.640625,54.75,6.5
2023-01-13 04:00:00,22944.0,12.6484375,9.6796875,54.75,6.5
2023-01-13 05:00:00,-7952.0,12.984375,10.3203125,54.75,6.5
2023-01-13 06:00:00,-42944.0,12.640625,10.953125,54.75,6.5
2023-01-13 07:00:00,-28848.0,13.1328125,10.09375,54.75,6.5
2023-01-13 08:00:00,-8224.0,13.8203125,8.3671875,54.75,6.5
2023-01-13 09:00:00,-9888.0,13.7890625,7.6484375,54.75,6.5
2023-01-13 10:00:00,-1312.0,15.2578125,6.875,54.75,6.5
2023-01-13 11:00:00,-8688.0,15.578125,4.9570312,54.75,6.5
2023-01-13 12:00:00,-20688.0,14.7109375,4.2382812,54.75,6.5
2023-01-13 13:00:00,-8576.0,14.84375,3.078125,54.75,6.5
2023-01-13 14:00:00,-1419.0,15.1953125,2.0058594,54.75,6.5
2023-01-13 15:00:00,-13048.0,15.2890625,1.2255859,54.75,6.5
2023-01-13 16:00:00,-21776.0,15.421875,0.6582031,54.75,6.5
2023-01-13 17:00:00,-22992.0,15.46875,-0.7480469,54.75,6.5
2023-01-13 18:00:00,-17056.0,14.90625,-3.6035156,54.75,6.5
2023-01-13 19:00:00,-15904.0,13.4765625,-3.7441406,54.75,6.5
2023-01-13 20:00:00,-1289.0,12.6640625,-3.0449219,54.75,6.5
2023-01-13 21:00:00,2864.0,12.4921875,-2.2011719,54.75,6.5
2023-01-13 22:00:00,-10736.0,11.984375,-2.2597656,54.75,6.5
2023-01-13 23:00:00,-15104.0,11.3515625,-1.6513672,54.75,6.5
2023-01-14 00:00:00,-7840.0,10.6875,-0.56591797,54.75,6.5
2023-01-14 01:00:00,-13160.0,10.984375,0.4326172,54.75,6.5
2023-01-14 02:00:00,-30592.0,10.8046875,2.1816406,54.75,6.5
2023-01-14 03:00:00,-35552.0,10.96875,2.7207031,54.75,6.5
2023-01-14 04:00:00,-33440.0,10.4765625,3.1914062,54.75,6.5
2023-01-14 05:00:00,-32592.0,9.421875,4.28125,54.75,6.5
2023-01-14 06:00:00,-34560.0,8.3046875,6.3320312,54.75,6.5
2023-01-14 07:00:00,-18688.0,6.1640625,7.984375,54.75,6.5
2023-01-14 08:00:00,-24128.0,3.9296875,10.265625,54.75,6.5
2023-01-14 09:00:00,-54112.0,1.7402344,12.0078125,54.75,6.5
2023-01-14 10:00:00,-97344.0,-0.23754883,13.078125,54.75,6.5
2023-01-14 11:00:00,-114560.0,-0.26391602,13.6015625,54.75,6.5
2023-01-14 12:00:00,-102720.0,-2.0234375,14.71875,54.75,6.5
2023-01-14 13:00:00,-90752.0,-3.8964844,15.2421875,54.75,6.5
2023-01-14 14:00:00,-69760.0,0.9897461,15.2734375,54.75,6.5
2023-01-14 15:00:00,25216.0,8.828125,10.6640625,54.75,6.5
2023-01-14 16:00:00,90496.0,10.4140625,6.8515625,54.75,6.5
2023-01-14 17:00:00,62816.0,11.0625,3.8378906,54.75,6.5
2023-01-14 18:00:00,28592.0,11.234375,2.921875,54.75,6.5
2023-01-14 19:00:00,23488.0,12.9453125,2.9941406,54.75,6.5
2023-01-14 20:00:00,-6948.0,13.109375,3.7363281,54.75,6.5
2023-01-14 21:00:00,-41152.0,13.5703125,4.6914062,54.75,6.5
2023-01-14 22:00:00,-72960.0,12.8359375,5.875,54.75,6.5
2023-01-14 23:00:00,-103104.0,14.0625,6.5,54.75,6.5
2023-01-15 00:00:00,-119168.0,14.46875,6.9765625,54.75,6.5
2023-01-15 01:00:00,-144128.0,15.1953125,6.9257812,54.75,6.5
2023-01-15 02:00:00,-153856.0,14.6015625,7.9140625,54.75,6.5
2023-01-15 03:00:00,-160640.0,14.09375,8.7734375,54.75,6.5
2023-01-15 04:00:00,-177024.0,13.8984375,9.7265625,54.75,6.5
2023-01-15 05:00:00,-194816.0,13.78125,10.2421875,54.75,6.5
2023-01-15 06:00:00,-222464.0,14.0625,10.3046875,54.75,6.5
2023-01-15 07:00:00,-221440.0,14.7109375,10.6640625,54.75,6.5
2023-01-15 08:00:00,-260736.0,14.7109375,11.1875,54.75,6.5
2023-01-15 09:00:00,-302592.0,15.25,11.671875,54.75,6.5
2023-01-15 10:00:00,-363776.0,17.03125,10.734375,54.75,6.5
2023-01-15 11:00:00,-353280.0,18.125,8.6875,54.75,6.5
2023-01-15 12:00:00,-293632.0,17.328125,4.2617188,54.75,6.5
2023-01-15 13:00:00,-257792.0,18.140625,1.4931641,54.75,6.5
2023-01-15 14:00:00,-209792.0,18.53125,-0.55615234,54.75,6.5
2023-01-15 15:00:00,-168448.0,17.75,-1.6904297,54.75,6.5
2023-01-15 16:00:00,-152704.0,16.65625,-1.5136719,54.75,6.5
2023-01-15 17:00:00,-146048.0,15.4375,-0.89160156,54.75,6.5
2023-01-15 18:00:00,-124288.0,14.6875,-0.17651367,54.75,6.5
2023-01-15 19:00:00,-107264.0,13.9765625,0.032043457,54.75,6.5
2023-01-15 20:00:00,-103744.0,13.140625,0.75097656,54.75,6.5
2023-01-15 21:00:00,-102976.0,12.421875,1.6699219,54.75,6.5
2023-01-15 22:00:00,-100352.0,11.0390625,2.7929688,54.75,6.5
2023-01-15 23:00:00,-84416.0,9.5,2.9824219,54.75,6.5
2023-01-16 00:00:00,-69952.0,8.1328125,3.8007812,54.75,6.5
2023-01-16 01:00:00,-63808.0,7.2070312,4.9257812,54.75,6.5
2023-01-16 02:00:00,-59488.0,5.8789062,5.2890625,54.75,6.5
2023-01-16 03:00:00,-51968.0,4.3554688,5.5507812,54.75,6.5
2023-01-16 04:00:00,-61024.0,3.3222656,5.8203125,54.75,6.5
2023-01-16 05:00:00,-100224.0,2.6308594,6.1757812,54.75,6.5
2023-01-16 06:00:00,-118528.0,1.9384766,7.0898438,54.75,6.5
